"Import Matrix, Europe, After Redefinitions"
"Import Matrix, Europe, After Redefinitions"
"June 30, 2025"
IOCode,Commodities/Industries,111,112,113FF,211,212,213,2211,2212NW,23EH,23MR,23OC,23OR,23OT,23PC,23SF,23TH,321,327,3311IS,3313NF,332,33311,33312,33313,3332OM,3341,3342,3344,3345,334X,335,336111,336112,33612,3362BP,3364,3365AO,337,3391,3399,311,3121,3122,313TT,315AL,322,323,324,3251,3252,3254,325X,326,4231,4234,4236,4238,423X,4242,4244,4247,424X,425,42ID,441,445,452,444,446,447,448,454,4A0X,481,482,483,484,485,486,48A,492,493,5111,5112,512,515,5171,5172,5174OT,518,519,521CI,523,524113,5241X,5242,525,HSO,HST,ORE,532RL,5411,5415,5412,5413,5416,5417,5418,541X,55,5613,5617,561X,562,61,6211,6212,6213,6214,6215OH,622,623,624,711AS,713,721,722,811,812,813,814,GFGD,GFGN,GFE,GSLGE,GSLGH,GSLGO,GSLE,F010,F02E,F02N,F02R,F02S,F030,F040,F050,F06C,F06E,F06N,F06S,F07C,F07E,F07N,F07S,F10C,F10E,F10N,F10S
4A0X,All other retail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,Air transportation,0,0,0,0,1,12,43,20,0,37,0,0,0,0,0,0,20,23,14,7,34,2,1,2,17,0,0,0,2,0,3,1,7,0,17,3,4,10,8,6,42,5,2,1,0,16,16,8,10,4,0,3,34,284,19,2,11,57,11,119,0,116,0,0,18,1,4,1,0,1,0,0,0,0,5,0,0,0,1,7,0,1,14,34,21,3,8,36,14,210,54,838,319,0,3,15,43,0,1,1413,198,88,532,80,138,93,59,50,61,39,204,73,176,47,86,317,19,13,19,34,25,30,86,13,21,20,351,6,13,54,0,0,428,10,104,87,153,9,20838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,Rail transportation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,Water transportation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,Truck transportation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,Transit and ground passenger transportation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,Pipeline transportation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48A,Scenic and sightseeing transportation and support activities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,Couriers and messengers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,Warehousing and storage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5111,"Newspaper, periodical, book, and directory publishers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,1,0,3,2,0,0,0,0,0,0,6,13,4,2,2,1,4,7,0,1,4,0,1,3,0,6,5,0,0,11,1,3,1,14,0,0,1,3,0,2,1,0,0,17,0,83,2,2,0,787,0,0,0,0,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5112,Software publishers,1,0,0,1,0,0,3,4,2,5,2,10,4,2,4,2,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,14,25,16,22,2,4,2,7,0,0,16,1,7,3,2,1,1,11,3,0,2,0,1,1,0,0,0,3,4,3,1,1,3,7,4,48,33,13,27,10,1,8,2,0,0,21,3,24,28,3,10,9,16,5,12,7,21,13,30,1,16,7,1,0,2,1,55,3,11,2,3,3,4,2,4,6,0,0,20,0,49,39,63,11,-8,0,-15,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,-2,0
512,Motion picture and sound recording industries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,30,15,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,18,2818,1301,2275,2,0,2,0,4,3,0,0,0,0,0,0,9,9,1,5,0,0,2,1,93,34,19,0,3,5,0,51,4,1,0,1,0,1,49,128,22,4,54,173,0,8,12,0,1,22,0,10,4,20,0,277,0,0,0,0,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,Broadcasting (except Internet),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5171,Wired telecommunications carriers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5172,Wireless telecommunications carriers (except satellites),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5174OT,"Other telecommunications, including satellite",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,"Data processing, hosting, and related services",0,0,0,0,0,0,5,0,0,1,0,1,1,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,8,2,1,2,1,3,1,9,2,1,0,0,0,1,0,1,1,0,1,3,0,0,1,3,0,5,4,26,8,0,1,3,4,0,0,2,1,4,9,1,2,3,6,2,2,2,9,4,16,2,2,1,0,0,0,0,4,0,1,1,2,1,20,1,2,5,0,0,8,0,3,14,24,2,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,Other information services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,3,40,0,0,1,5,0,4,0,0,1,9,6,5,3,3,15,3,4,24,4,5,4,42,2,42,6,0,0,0,1,8,1,3,2,2,2,25,0,26,2,0,0,0,0,5,2,4,7,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521CI,"Federal Reserve banks, credit intermediation, and related activities",19,18,3,17,4,3,47,14,12,17,11,20,16,7,13,9,7,6,6,5,14,1,1,1,8,3,4,6,8,0,9,1,15,1,8,9,2,5,9,8,27,13,8,2,7,8,4,12,14,7,5,13,14,9,14,10,13,13,11,9,7,16,6,0,36,7,6,4,5,3,4,8,6,11,12,1,14,4,37,12,8,2,16,43,94,18,24,22,4,31,45,157,332,1,5,1,81,606,39,630,39,8,22,15,27,15,50,13,18,86,14,14,17,8,4,16,4,2,4,5,12,3,5,7,10,38,39,10,10,10,0,0,61,0,0,0,119,0,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,"Securities, commodity contracts, and investments",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524113,Direct life insurance carriers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5241X,"Insurance Carriers, except Direct Life Insurance",7,3,7,74,4,23,5,3,0,4,0,0,0,0,0,0,1,5,1,3,4,0,0,0,4,0,0,0,0,0,4,1,15,1,5,2,13,1,1,1,14,6,4,1,0,1,1,1,2,1,2,5,3,40,60,80,63,67,76,47,53,54,22,0,49,14,17,10,7,16,4,29,9,15,0,13,363,46,5,20,6,29,2,3,10,0,2,1,9,6,8,0,114,2298,14577,5,3,0,1,672,191,34,37,28,37,22,19,8,15,2,10,52,34,19,28,150,7,9,22,33,303,69,197,33,33,19,157,5,12,26,0,0,28,1,30,37,6,39,1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5242,"Agencies, brokerages, and other insurance related activities",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,"Funds, trusts, and other financial vehicles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSO,Owner-occupied housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HST,Tenant-occupied housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORE,Other real estate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532RL,Rental and leasing services and lessors of intangible assets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5411,Legal services,1,1,0,9,3,1,35,9,2,13,6,17,14,2,9,7,4,4,4,2,15,0,0,0,7,0,1,0,1,0,1,0,9,0,2,3,1,2,5,5,10,1,1,1,1,7,3,4,3,1,0,2,10,7,20,36,19,22,15,12,6,23,3,0,7,6,6,3,6,4,2,29,4,2,3,2,3,3,1,4,1,2,4,26,7,5,6,10,3,19,35,49,130,22,63,28,22,20,0,108,14,20,32,9,13,15,240,4,14,85,23,21,24,5,5,18,3,5,4,14,180,12,11,23,30,6,33,12,15,34,0,0,2,1,36,37,97,9,1023,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5415,Computer systems design and related services,10,3,1,161,9,1,34,38,21,46,22,53,44,12,38,25,10,9,5,4,39,1,1,0,44,0,1,1,6,0,3,0,3,0,13,77,5,6,7,5,27,3,13,2,1,8,11,13,2,1,1,4,14,41,102,179,114,162,23,54,22,92,5,0,181,25,63,28,27,28,17,109,30,7,29,2,29,18,1,11,0,10,118,120,18,12,31,70,19,351,275,292,316,76,85,88,41,27,0,179,30,149,429,32,51,101,154,54,55,63,138,93,343,21,123,104,10,7,23,19,227,40,83,22,54,37,222,32,44,62,0,179,461,6,286,301,568,157,0,2300,5420,0,0,0,0,0,0,24,242,0,0,0,729,0,0,13,151,0
5412,"Accounting, tax preparation, bookkeeping, and payroll services",8,8,1,11,4,1,20,29,3,18,9,20,18,3,13,10,10,11,7,5,21,1,0,1,10,0,1,0,1,0,7,0,3,0,8,8,2,8,5,6,21,10,0,3,1,13,5,8,4,2,0,5,17,12,33,71,60,64,17,33,10,53,6,0,65,31,15,13,15,17,9,35,19,2,7,3,30,8,1,10,1,7,9,21,12,13,14,40,6,14,41,71,160,37,99,76,35,6,0,103,42,35,54,70,32,50,41,10,49,108,143,60,110,14,14,48,10,10,10,19,203,41,46,41,46,12,102,42,59,48,0,0,0,7,55,84,92,49,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5413,"Architectural, engineering, and related services",0,0,2,48,14,7,8,22,25,113,73,147,65,50,123,54,10,4,12,2,4,2,1,0,2,0,0,0,1,0,2,0,6,0,6,2,4,0,1,1,20,2,1,1,1,11,3,1,8,2,0,2,5,0,2,5,22,6,113,5,0,12,0,0,2,0,1,1,1,1,1,2,1,2,13,0,5,0,1,2,0,1,0,2,3,0,16,139,6,8,1,2,31,0,1,8,20,25,0,418,4,1,156,2,137,34,269,1,1,42,1,42,43,8,3,13,1,1,0,3,12,1,3,1,17,1,24,0,2,3,0,1018,95,12,50,43,254,215,0,741,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5416,"Management, scientific, and technical consulting services",0,0,0,16,2,3,10,27,24,31,15,55,22,5,21,11,11,6,2,6,13,1,1,0,18,0,0,0,2,0,12,0,31,0,9,2,7,11,11,6,63,11,23,3,0,13,6,33,25,4,4,13,17,138,261,421,522,374,175,106,21,391,3,0,174,89,35,32,79,38,51,614,38,1,2,24,63,77,2,51,8,46,94,309,84,46,56,90,29,603,542,1527,2260,2,16,635,42,0,0,161,197,111,480,73,743,412,3155,53,228,936,62,174,320,72,102,542,21,38,107,139,1152,312,225,293,146,121,326,90,188,777,0,2,986,2,405,155,469,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5417,Scientific research and development services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12973,0,0,0,0,0,0,0,823,0,0,0,634,0,0,0,3,0
5418,"Advertising, public relations, and related services",0,0,0,2,0,1,7,2,9,19,6,13,5,2,11,5,6,8,5,8,22,1,1,1,13,1,2,1,3,0,9,0,8,0,7,6,2,10,10,12,53,18,2,5,2,10,5,3,4,1,6,6,16,97,54,103,34,110,115,30,13,114,16,0,257,61,30,38,31,11,47,427,81,6,1,15,11,6,0,4,1,8,16,132,14,58,33,70,12,93,337,178,53,28,65,40,1,0,0,154,128,59,109,9,14,58,159,31,42,177,53,70,208,8,74,20,8,7,8,8,35,11,16,36,58,45,220,17,100,40,0,3,55,2,39,174,63,21,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541X,"Specialized design services and other professional, scientific, and technical services",0,0,0,0,0,0,10,13,10,6,2,54,6,3,40,3,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,3,1,1,5,0,0,0,0,1,1,1,0,0,0,0,2,22,8,17,21,46,1,53,0,73,0,0,9,14,5,40,35,44,2,112,6,0,3,0,0,0,0,1,0,8,30,6,6,6,4,19,9,0,8,10,7,0,1,0,0,0,0,68,14,12,21,49,12,55,133,293,22,237,6,12,49,4,8,30,2,0,10,4,302,15,7,24,8,0,0,0,8,53,0,0,0,12,45,15,104,27,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,Management of companies and enterprises,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5613,Employment services,0,0,0,0,0,1,12,4,0,2,0,6,2,1,2,1,0,1,2,2,9,0,0,1,1,0,0,0,0,0,1,0,0,0,2,5,3,0,1,1,2,0,0,0,1,1,3,1,1,0,0,1,1,4,7,11,7,16,3,6,0,10,1,0,10,2,1,3,4,1,2,17,4,1,0,1,19,19,3,8,4,11,3,41,3,4,64,19,2,18,59,36,38,2,1,15,0,0,0,33,18,8,79,5,26,25,38,7,17,24,112,27,45,9,11,26,0,1,11,11,118,24,8,4,5,3,22,19,13,6,0,8,0,0,6,3,19,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5617,Services to buildings and dwellings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
